id,title,description,kind,occasion_label,film,event,location,year,date_start,date_end,subjects,people,brands,magazine_issue,orientation,orientation_confidence,orientation_samples,contains_minor,minor_risk,contains_minor_confirmed,file_count,dominant_media,duplicate_folders,url,raw_folder_name
event-photography-official-selection-festival,Official Selection — Festival,Event photography — 15 images. From Biohack Yourself.,event photography,Festival,Biohack Yourself,,,,,,,,biohack-yourself,,landscape,1,5,false,context,false,15,image,2,https://drive.google.com/drive/folders/19Fze3Vp1AvyKEFqaCPuN3lUXaCXKfK7K,Official Selection
b-roll-dr-gabrielle-lyon-book-signing-darynn-b-roll-january-,"Dr. Gabrielle Lyon Book Signing Darynn — B-Roll, January 2026","B-roll — 16 videos. Shot January 27, 2026. Featuring Dr. Gabrielle Lyon.",b-roll,Book signing,,,,2026,2026-01-27,,,Dr. Gabrielle Lyon,lolli-brands,,portrait,1,5,false,context,false,16,video,1,https://drive.google.com/drive/folders/1tJpmNp_63d9igvU4xJym3jVwxZInwFc5,01/27/26 Dr. Gabrielle Lyon Book Signing Reels Darynn
event-photography-award-winner-event-photography,Award Winner — Event Photography,Event photography — 20 images. From The Guru.,event photography,Unspecified,The Guru,,,,,,,,lolli-brands,,landscape,1,5,false,none,false,20,image,4,https://drive.google.com/drive/folders/1KCBzL-VimL-jdskfsxDnpyzrWD2Uvjg7,Award Winner
event-photography-semi-finalist-event-photography,Semi-Finalist — Event Photography,Event photography — 12 images. From The Super Lollis.,event photography,Unspecified,The Super Lollis,,,,,,,,lolli-brands,,landscape,1,5,false,none,false,12,image,5,https://drive.google.com/drive/folders/1hJq2X4rIybmv-cIRUesmP84aeuUhuuDN,Semi-Finalist
event-photography-biohack-yourself-team-book-signing-january,"Biohack Yourself Team — Book signing, January 2026","Event photography — 41 images. From Biohack Yourself shot January 27, 2026. Featuring Dr. Gabrielle Lyon.",event photography,Book signing,Biohack Yourself,,,2026,2026-01-27,,,Dr. Gabrielle Lyon,biohack-yourself,,landscape,0.8,5,false,context,false,41,image,2,https://drive.google.com/drive/folders/1kYLQTV_Ddn7chNPBCqxndDrL0P1WcwdC,Biohack Yourself Team Photo
b-roll-hack-your-health-lolli-family-interview-november-2025,"Hack Your Health — Lolli Family — Interview, November 2025","B-roll — 6 videos. From Hack Your Health shot November 13, 2025.",b-roll,Interview,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,landscape,1,2,true,named,false,12,video,3,https://drive.google.com/drive/folders/1X0t_fOe-u1OqCAeEx2xvv9I9wHmjDQJ0,06. Lolli Family
event-photography-evening-panel-q-a-session-book-signing-jan,"Evening Panel Q&A Session — Book signing, January 2026","Event photography — 46 images. Shot January 27, 2026. Featuring Dr. Gabrielle Lyon.",event photography,Book signing,,,,2026,2026-01-27,,,Dr. Gabrielle Lyon,lolli-brands,,landscape,0.6,5,false,context,false,46,image,2,https://drive.google.com/drive/folders/184z2b26zWR87cRUm_FcMWFXOEQT7Nbzb,Evening Panel Q&A Session
b-roll-samantha-book-signing-january-2026,"Samantha — Book signing, January 2026","B-roll — 23 videos. Shot January 27, 2026.",b-roll,Book signing,,,,2026,2026-01-27,,,,lolli-brands,,portrait,1,5,false,context,false,23,video,1,https://drive.google.com/drive/folders/1OrJAOwT5s9Pya6rotfAYFNqkcy6XJA7G,Samantha Footage
magazine-by-spring-2025-final-pdfs-issue-1-magazine,BY SPRING_2025_FINAL_PDFS — Issue #1 — Magazine,Magazine production files — 89 documents. Featuring Dr. Amen.,magazine,Unspecified,,,,,,,,Dr. Amen,biohack-yourself,1,,0,0,false,none,false,90,document,1,https://drive.google.com/drive/folders/1eG_8nAiKXOqrfNgi25mPSwF4XTxc15sj,BY SPRING_2025_FINAL_PDFS
event-photography-morning-workout-session-book-signing-janua,"Morning Workout Session — Book signing, January 2026","Event photography — 35 images. Shot January 27, 2026. Featuring Dr. Gabrielle Lyon.",event photography,Book signing,,,,2026,2026-01-27,,,Dr. Gabrielle Lyon,lolli-brands,,landscape,1,5,false,context,false,35,image,2,https://drive.google.com/drive/folders/1grNIpJOSddt1rdH8-HF0eMLSOBYjfOyS,Morning Workout Session
logo-icon-logos,ICON — Logos,"Logo and wordmark files — 7 images, 1 document, 13 vector files.",logo,Unspecified,,,,,,,,,lolli-brands,,square,1,5,false,none,false,21,vector,1,https://drive.google.com/drive/folders/18pKOWdoQ7R6n9qxcbETMrM1gJAMXDIJr,ICON
event-photography-evening-guest-book-signing-january-2026,"Evening Guest — Book signing, January 2026","Event photography — 93 images. Shot January 27, 2026. Featuring Dr. Gabrielle Lyon.",event photography,Book signing,,,,2026,2026-01-27,,,Dr. Gabrielle Lyon,lolli-brands,,landscape,0.8,5,false,context,false,94,image,2,https://drive.google.com/drive/folders/1Nav-r0U9pnvLV5sPp9RZ2zugFPNciWe2,Evening Guest Photos
logo-horizontal-lock-up-logo-logos,HORIZONTAL LOCK UP LOGO — Logos,"Logo and wordmark files — 7 images, 1 document, 14 vector files.",logo,Unspecified,,,,,,,,,lolli-brands,,landscape,1,5,false,none,false,22,vector,1,https://drive.google.com/drive/folders/1gBkK6OClu3ELnBS81I4WsAnLF0erghDf,HORIZONTAL LOCK UP LOGO
logo-vertical-lockup-logo-logos,VERTICAL LOCKUP LOGO — Logos,"Logo and wordmark files — 9 images, 1 document, 12 vector files.",logo,Unspecified,,,,,,,,,lolli-brands,,landscape,1,5,false,none,false,22,vector,1,https://drive.google.com/drive/folders/1w2auNG5_wIsZS0usPts7WSepK7VEK2Wk,VERTICAL LOCKUP LOGO
b-roll-dani-s-book-signing-january-2026,"Dani's — Book signing, January 2026","B-roll — 17 images, 89 videos. Shot January 27, 2026.",b-roll,Book signing,,,,2026,2026-01-27,,,,lolli-brands,,portrait,1,5,false,context,false,106,video,1,https://drive.google.com/drive/folders/1p3C2rg9150qibHDWLGe-BTqAZ32c9lDq,Dani's Footage
event-photography-versions-event-photography,Versions — Event Photography,Event photography — 10 images. From Biohack Yourself.,event photography,Unspecified,Biohack Yourself,,,,,,,,biohack-yourself,,landscape,1,5,false,none,false,10,image,1,https://drive.google.com/drive/folders/1z7LxN877ZGLn2D1jR0oFYzPZR9hwYdT3,Old Versions
magazine-document-fonts-issue-1-magazine,Document fonts — Issue #1 — Magazine,Magazine production files — 20 files. Featuring Dr. Amen.,magazine,Unspecified,,,,,,,,Dr. Amen,biohack-yourself,1,portrait,1,5,false,none,false,20,other,5,https://drive.google.com/drive/folders/1pY1ZsqJ9ZzOvcQyN-xjS3vH_w_6hw4F5,Document fonts
b-roll-klaudia-book-signing-january-2026,"Klaudia — Book signing, January 2026","B-roll — 40 videos. Shot January 27, 2026.",b-roll,Book signing,,,,2026,2026-01-27,,,,lolli-brands,,portrait,1,5,false,context,false,42,video,4,https://drive.google.com/drive/folders/1EZ9cDrgn2KPJAZoiE_ym003s61uYsjwC,Klaudia Footage
audio-bye-ol-dentistry-clinic-production-may-2026,"Bye Ol' Dentistry — Clinic production, May 2026","Audio — 21 audio files. From Bye Ol' Dentistry shot May 8, 2026.",audio,Clinic production,Bye Ol' Dentistry,,,2026,2026-05-08,,,,lolli-brands,,,0,0,false,none,false,21,audio,11,https://drive.google.com/drive/folders/1v1vy_eIyCHQx8ruDS4RJdQHJTRyqmpol,Audio Files
logo-wordmark-only-logos,Wordmark Only — Logos,"Logo and wordmark files — 8 images, 1 document, 12 vector files.",logo,Unspecified,,,,,,,,,lolli-brands,,landscape,1,5,false,none,false,21,vector,1,https://drive.google.com/drive/folders/1Z1wjV7RQh-AzElizC577ullcbYvE_6bU,Wordmark Only
magazine-links-issue-2-magazine,Links — Issue #2 — Magazine,"Magazine production files — 76 images, 26 documents, 1 vector file. Featuring Gary Brecka.",magazine,Unspecified,,,,,,,,Gary Brecka,biohack-yourself,2,landscape,0.6,5,false,none,false,131,image,3,https://drive.google.com/drive/folders/1Tr1a-GTLU_Z_VZ6ZxtVl33pzgZPcS9dE,Links
poster-revised-collage-movie-cover-key-art,REVISED COLLAGE MOVIE COVER — Key Art,Key art — 3 files.,poster,Unspecified,,,,,,,,,lolli-brands,,,,0,false,none,false,3,other,1,https://drive.google.com/drive/folders/1a0l-tt0XOZoWTvTpp0bcjb96gyrrlKzC,NEW REVISED COLLAGE MOVIE COVER
event-photography-jpeg-file-event-photography,JPEG FILE — Event Photography,Event photography — 14 images.,event photography,Unspecified,,,,,,,,,lolli-brands,,landscape,1,5,false,none,false,14,image,3,https://drive.google.com/drive/folders/1oduAB8qUOcac7STU-qj0fRYxbumR3l4N,JPEG FILE
b-roll-dr-amy-shah-book-signing-b-roll-miami-february-2026,"Dr. Amy Shah Book Signing — B-Roll, Miami, February 2026","B-roll — 11 videos. In Miami shot February 20, 2026. Featuring Dr. Amy Shah.",b-roll,Book signing,,,Miami,2026,2026-02-20,,,Dr. Amy Shah,lolli-brands,,portrait,1,5,false,context,false,11,video,1,https://drive.google.com/drive/folders/1hPNq0F-bCCXtzGKHbS5fk2g2kqqsBa8O,02/20/26 Dr. Amy Shah Book Signing Shorts
interview-interview-clinic-production-june-2026,"Interview — Clinic production, June 2026","Interview footage — 10 videos. From Bye Ol' Dentistry shot June 19, 2026. Featuring Dr. Trivedi.",interview,Clinic production,Bye Ol' Dentistry,,,2026,2026-06-19,,,Dr. Trivedi,lolli-brands,,landscape,1,5,false,none,false,10,video,3,https://drive.google.com/drive/folders/1Vg80xp4KXLJgn4tv0TVXZur364QmCRUq,Interview
b-roll-shealed-technical-b-roll,sHEALed Technical — B-Roll,B-roll — 14 videos. From sHEALed.,b-roll,Unspecified,sHEALed,,,,,,,,lolli-brands,,portrait,1,5,false,none,false,14,video,1,https://drive.google.com/drive/folders/15I1fso-ikzNIcxaPCxYznH9yZ9-kgrZG,sHEALed Technical Reels
b-roll-shealed-chelsea-b-roll,sHEALed Chelsea — B-Roll,B-roll — 40 videos. From sHEALed.,b-roll,Unspecified,sHEALed,,,,,,,,lolli-brands,,portrait,0.6,5,false,none,false,40,video,1,https://drive.google.com/drive/folders/1t2tdZikw7gALA_88wTmGmNXVIhHrreWQ,sHEALed Chelsea Footage
b-roll-1-9-technical-b-roll,1-9 Technical — B-Roll,B-roll — 18 videos. From sHEALed.,b-roll,Unspecified,sHEALed,,,,,,,,lolli-brands,,portrait,1,5,false,none,false,18,video,5,https://drive.google.com/drive/folders/1r7Ea8OJYcy9FnxOmpx9uIXiZ-r-xCvN3,_Day 1-9 Technical Reels
magazine-ashton-hall-cover-shoot-issue-8-magazine,Ashton Hall Cover Shoot — Issue #8 — Magazine,Magazine production files — 283 images. Featuring Ashton Hall.,magazine,Cover shoot,,,,,,,,Ashton Hall,biohack-yourself,8,portrait,0.8,5,false,none,false,283,image,1,https://drive.google.com/drive/folders/1um7-I7jxK02zqrRsYJh-8D_9vVjtFS-I,Ashton Hall Cover Shoot Deliverables
b-roll-shealed-hannah-b-roll,sHeALed Hannah — B-Roll,"B-roll — 19 images, 768 videos. From sHEALed.",b-roll,Unspecified,sHEALed,,,,,,,,lolli-brands,,portrait,1,5,false,none,false,787,video,1,https://drive.google.com/drive/folders/101jH-a4hba3eRrayqL053MAsJq3Hk8QT,sHeALed Hannah Footage
trailer-bod-trailers,BOD Trailers,Trailer material — 10 videos. From Bye Ol' Dentistry.,trailer,Unspecified,Bye Ol' Dentistry,,,,,,,,lolli-brands,,landscape,1,5,false,none,false,10,video,1,https://drive.google.com/drive/folders/1cqxkrFLMLeC84FR51U5C7F0ZF3Jl-fpE,10. BOD Trailers
event-photography-hack-your-health-event-photography-novembe,"Hack Your Health — Event Photography, November 2025","Event photography — 93 images. From Hack Your Health shot November 13, 2025.",event photography,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,portrait,0.8,5,false,none,false,94,image,1,https://drive.google.com/drive/folders/1nmU3U3A3Y9wTop49heHW-E73ywUFlZ67,HYH Sorted Photos
b-roll-bod-longforms-b-roll,BOD Longforms — B-Roll,B-roll — 45 videos. From Bye Ol' Dentistry.,b-roll,Unspecified,Bye Ol' Dentistry,,,,,,,,lolli-brands,,landscape,1,5,false,none,false,45,video,1,https://drive.google.com/drive/folders/1HmHyHVjXMShJJRJ2SS69gqaQrirfXlD6,6. BOD Edited Longforms
b-roll-bod-clinic-b-roll,BOD Clinic — B-Roll,B-roll — 39 videos. From Bye Ol' Dentistry.,b-roll,Clinic production,Bye Ol' Dentistry,,,,,,,,lolli-brands,,portrait,1,5,false,none,false,39,video,1,https://drive.google.com/drive/folders/1yMFXd-TV8YnCNiRIbJbLEmkpQTuCNjHr,4. BOD Clinic Shorts
audio-hack-your-health-audio-november-2025,"Hack Your Health — Audio, November 2025","Audio — 31 audio files. From Hack Your Health shot November 13, 2025.",audio,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,,,0,false,none,false,31,audio,2,https://drive.google.com/drive/folders/13nlxdJugCld7ldiQmtZpzvLFiXp_4_SD,Music
b-roll-posted-cover-shoot,posted — Cover shoot,B-roll — 18 videos. Featuring Andrew Tate.,b-roll,Cover shoot,,,,,,,,Andrew Tate,lolli-brands,,portrait,1,5,false,none,false,18,video,3,https://drive.google.com/drive/folders/1nyrnDylXwRP4GAiMgyDaYiufg6YGFV3c,posted
poster-andrew-tate-cover-shoot-group-pics-key-art,Andrew Tate Cover Shoot Group Pics — Key Art,Key art — 12 images. Featuring Andrew Tate.,poster,Cover shoot,,,,,,,,Andrew Tate,lolli-brands,,landscape,0.8,5,false,none,false,12,image,1,https://drive.google.com/drive/folders/1Dhiw1qVGoSXyiWtSdI9TswEw1JlnfvrE,Andrew Tate Cover Shoot Group Pics
event-photography-hack-your-health-event-photography-novembe-1xvqb9,"Hack Your Health — Event Photography, November 2025","Event photography — 1,170 images, 1,000 videos. From Hack Your Health shot November 13, 2025.",event photography,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,portrait,0.6,5,false,none,false,2679,image,1,https://drive.google.com/drive/folders/1xVQB9orEiWxlXRZaSOpkVOzWsL_A9yB9,20. 11/13-15/2025 - Hack Your Health
b-roll-hack-your-health-sophie-sargent-b-roll-november-2025,"Hack Your Health — Sophie Sargent — B-Roll, November 2025","B-roll — 12 videos. From Hack Your Health shot November 13, 2025.",b-roll,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,portrait,1,5,false,none,false,12,video,1,https://drive.google.com/drive/folders/1G9dBOb_-Kp9B6HQj9AYbzvvX9TwBJCdK,Sophie Sargent
b-roll-bod-cast-recap-b-roll,BOD Cast Recap — B-Roll,B-roll — 46 videos. From Bye Ol' Dentistry.,b-roll,Unspecified,Bye Ol' Dentistry,,,,,,,,lolli-brands,,portrait,1,5,false,none,false,46,video,1,https://drive.google.com/drive/folders/19Iuf6_aM7OK-W-Kbg61O8eDJQCZXJtJb,2. BOD Cast Recap Videos
magazine-warrior-s-choice-foundation-graphic-book-signing-no,"Warrior's Choice Foundation — Graphic — Book signing, November 2025","Magazine production files — 52 images, 2 documents. From Warrior's Choice Foundation shot November 10, 2025. Featuring Lara Trump.",magazine,Book signing,,Warrior's Choice Foundation,,2025,2025-11-10,,,Lara Trump,biohack-yourself,,landscape,0.8,5,false,context,false,54,image,1,https://drive.google.com/drive/folders/1r2X1SHgeiOaJavUjeuU8Sh2xsST6Sf20,Graphic Assets
b-roll-hack-your-health-robin-on-camera-b-roll-november-2025,"Hack Your Health — Robin On Camera — B-Roll, November 2025","B-roll — 7 videos, 3 audio files. From Hack Your Health shot November 13, 2025.",b-roll,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,landscape,1,1,false,none,false,18,other,5,https://drive.google.com/drive/folders/1Hsw2UkAxPF7moarB3AXtqnR4YIp-JDZi,01. Robin On Camera Videos
b-roll-hack-your-health-run-guns-b-roll-november-2025,"Hack Your Health — Run & Guns — B-Roll, November 2025","B-roll — 16 videos. From Hack Your Health shot November 13, 2025.",b-roll,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,portrait,1,5,false,none,false,16,video,1,https://drive.google.com/drive/folders/1XPt1lDzae8G_ReS1626FWmem1cwbdUQI,Run & Guns
b-roll-parsons-orthopedics-love-and-legend-expanders-lip-and,"Parsons Orthopedics Love and Legend Expanders, Lip and Tongue Tie — Clinic production, September 2025","B-roll — 15 images, 15 videos. From Bye Ol' Dentistry shot September 11, 2025. Featuring Love Lolli, Legend Lolli.",b-roll,Clinic production,Bye Ol' Dentistry,,,2025,2025-09-11,,love; legend,,lolli-brands,,portrait,0.6,5,true,named,false,30,image,1,https://drive.google.com/drive/folders/1-6t1Us2i4LYlk42upI28itkz68g7dKW3,"8. 9/11/2025 Parsons Orthopedics Love and Legend Expanders, Lip and Tongue Tie"
b-roll-hack-your-health-shelbi-byrns-b-roll-november-2025,"Hack Your Health — Shelbi Byrns — B-Roll, November 2025","B-roll — 22 videos. From Hack Your Health shot November 13, 2025.",b-roll,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,portrait,1,5,false,none,false,22,video,1,https://drive.google.com/drive/folders/1tM0D6O6hdAJlt9KFwfnwCGlTXjXWJctE,Shelbi Byrns
poster-andrew-tate-cover-shoot-key-art,Andrew Tate Cover Shoot — Key Art,Key art — 161 images. Featuring Andrew Tate.,poster,Cover shoot,,,,,,,,Andrew Tate,lolli-brands,,landscape,1,5,false,none,false,161,image,1,https://drive.google.com/drive/folders/1SAaWm2fo2Knwv1r6_5kOIbLrmdFYyWdh,Andrew Tate Cover Shoot BTS Photos
interview-hack-your-health-run-and-gun-celebrity-interviews-,"Hack Your Health — Run and Gun Celebrity Interviews, November 2025","Interview footage — 15 videos. From Hack Your Health shot November 13, 2025.",interview,Interview,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,portrait,1,5,false,none,false,15,video,5,https://drive.google.com/drive/folders/1aXw5YEGoTMG-IcZqjmt2YukSO-zt6qm6,02 - Run and Gun Celebrity Interviews
event-photography-hack-your-health-step-repeats-event-photog,"Hack Your Health — Step & Repeats — Event Photography, November 2025","Event photography — 152 images. From Hack Your Health shot November 13, 2025.",event photography,Unspecified,,Hack Your Health,,2025,2025-11-13,2025-11-15,,,biohack-yourself,,landscape,1,5,false,none,false,152,image,2,https://drive.google.com/drive/folders/1dy5XZr73-wByfFctfspsA91ipdP8Dodb,Step & Repeats
interview-hack-your-health-love-and-legend-interviews-novemb,"Hack Your Health — Love and Legend interviews, November 2025","Interview footage — 3 images, 61 videos. From Hack Your Health shot November 13, 2025. Featuring Love Lolli, Legend Lolli.",interview,Interview,,Hack Your Health,,2025,2025-11-13,2025-11-15,love; legend,,biohack-yourself,,portrait,0.8,5,true,named,false,64,video,1,https://drive.google.com/drive/folders/1Kx33rz5lbBwlElIxF3nfjCTztTMA5UzW,Love and Legend interviews
b-roll-bye-ol-dentistry-b-roll,Bye Ol' Dentistry — B-Roll,B-roll — 352 videos. From Bye Ol' Dentistry.,b-roll,Unspecified,Bye Ol' Dentistry,,,,,,,,lolli-brands,,portrait,1,5,false,none,false,352,video,1,https://drive.google.com/drive/folders/1FPWrygrCWRMALWMsg2VGWonN74ELsSTj,7. BOD Edited Shorts
bts-a4m-red-carpet-anthony-tereza-pov-premiere-december-2024,"A4M Red Carpet — Anthony & TereZa POV — Premiere, December 2024","Behind-the-scenes coverage — 11 videos. From A4M Red Carpet shot December 15, 2024. Featuring Anthony Lolli, TereZa Hakobyan-Lolli.",BTS,Premiere,Biohack Yourself,A4M Red Carpet,,2024,2024-12-15,,anthony; tereza,,biohack-yourself,,portrait,1,5,false,context,false,11,video,1,https://drive.google.com/drive/folders/1UkrtxeQZLeqsURCo2ti6o_wTR4GMbhl8,Anthony & TereZa POV BTS
magazine-updated-exhibitor-issue-4-magazine,Updated Exhibitor — Issue #4 — Magazine,Magazine production files — 25 images. Featuring Dr. Gabrielle Lyon.,magazine,Unspecified,,,,,,,,Dr. Gabrielle Lyon,biohack-yourself,4,portrait,1,5,false,none,false,25,image,1,https://drive.google.com/drive/folders/1zxQBwDh2FDUqpGVLXzzn35Pb4PKjNC0u,Updated Exhibitor Thumbnails
